date,office,candidate,party,reporting_level,jurisdiction,county,votes,percentage
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,New Covenant Fellowship,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,New Covenant Fellowship,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Greenville School,Jefferson County,4,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Greenville School,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Greenville School,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Greenville School,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Cumberland Presbyterian,Jefferson County,6,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Cumberland Presbyterian,Jefferson County,10,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Cumberland Presbyterian,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Cumberland Presbyterian,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Edgewood School,Jefferson County,16,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Edgewood School,Jefferson County,22,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Edgewood School,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Edgewood School,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Coleman School,Jefferson County,11,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Coleman School,Jefferson County,7,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Coleman School,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Coleman School,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Highland Bapt Church,Jefferson County,9,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Highland Bapt Church,Jefferson County,3,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Highland Bapt Church,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Highland Bapt Church,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Goodfaith United Methodist,Jefferson County,12,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Goodfaith United Methodist,Jefferson County,9,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Goodfaith United Methodist,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Goodfaith United Methodist,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Oak Park School,Jefferson County,2,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Oak Park School,Jefferson County,7,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Oak Park School,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Oak Park School,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,UAPB Fine Arts Bldg,Jefferson County,7,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,UAPB Fine Arts Bldg,Jefferson County,4,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,UAPB Fine Arts Bldg,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,UAPB Fine Arts Bldg,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,School Admin Office,Jefferson County,5,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,School Admin Office,Jefferson County,8,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,School Admin Office,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,School Admin Office,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,New Town Miss. Baptist Church,Jefferson County,10,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,New Town Miss. Baptist Church,Jefferson County,3,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,New Town Miss. Baptist Church,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,New Town Miss. Baptist Church,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Gospel Temple Baptist,Jefferson County,14,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Gospel Temple Baptist,Jefferson County,2,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Gospel Temple Baptist,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Gospel Temple Baptist,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Central Baptist Church,Jefferson County,8,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Central Baptist Church,Jefferson County,9,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Central Baptist Church,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Central Baptist Church,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Hestand Stadium,Jefferson County,5,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Hestand Stadium,Jefferson County,2,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Hestand Stadium,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Hestand Stadium,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Tucker Fire Dept,Jefferson County,7,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Tucker Fire Dept,Jefferson County,4,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Tucker Fire Dept,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Tucker Fire Dept,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Wright Pastoria Water Asso,Jefferson County,11,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Wright Pastoria Water Asso,Jefferson County,4,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Wright Pastoria Water Asso,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Wright Pastoria Water Asso,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,American Legion Lodge-Redfield,Jefferson County,9,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,American Legion Lodge-Redfield,Jefferson County,3,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,American Legion Lodge-Redfield,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,American Legion Lodge-Redfield,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Swan Lake Comm Center,Jefferson County,1,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Swan Lake Comm Center,Jefferson County,5,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Swan Lake Comm Center,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Swan Lake Comm Center,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Martin Elementary Altheimer,Jefferson County,11,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Martin Elementary Altheimer,Jefferson County,3,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Martin Elementary Altheimer,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Martin Elementary Altheimer,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Community Center Wabbaseka,Jefferson County,5,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Community Center Wabbaseka,Jefferson County,10,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Community Center Wabbaseka,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Community Center Wabbaseka,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Jefferson Water Co.,Jefferson County,1,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Jefferson Water Co.,Jefferson County,5,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Jefferson Water Co.,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Jefferson Water Co.,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Watson Chapel Baptist Church,Jefferson County,7,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Watson Chapel Baptist Church,Jefferson County,3,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Watson Chapel Baptist Church,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Watson Chapel Baptist Church,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Sherrill City Hall,Jefferson County,6,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Sherrill City Hall,Jefferson County,8,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Sherrill City Hall,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Sherrill City Hall,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,New Hope Bapt Church,Jefferson County,23,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,New Hope Bapt Church,Jefferson County,2,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,New Hope Bapt Church,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,New Hope Bapt Church,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Humphrey High School,Jefferson County,14,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Humphrey High School,Jefferson County,3,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Humphrey High School,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Humphrey High School,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Sulphur Springs Methodist,Jefferson County,17,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Sulphur Springs Methodist,Jefferson County,16,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Sulphur Springs Methodist,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Sulphur Springs Methodist,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,South Pine Wood Baptist Church,Jefferson County,8,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,South Pine Wood Baptist Church,Jefferson County,8,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,South Pine Wood Baptist Church,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,South Pine Wood Baptist Church,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,ADC Training Academy,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,ADC Training Academy,Jefferson County,3,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,ADC Training Academy,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,ADC Training Academy,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Hardin Baptist Church,Jefferson County,19,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Hardin Baptist Church,Jefferson County,16,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Hardin Baptist Church,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Hardin Baptist Church,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Hwy 15 Volunteer Fire Dept,Jefferson County,22,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Hwy 15 Volunteer Fire Dept,Jefferson County,23,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Hwy 15 Volunteer Fire Dept,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Hwy 15 Volunteer Fire Dept,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,First Baptist Church,Jefferson County,12,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,First Baptist Church,Jefferson County,15,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,First Baptist Church,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,First Baptist Church,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,White Hall City Hall,Jefferson County,15,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,White Hall City Hall,Jefferson County,23,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,White Hall City Hall,Jefferson County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,White Hall City Hall,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Total Absentee,Jefferson County,21,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Total Absentee,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Total Absentee,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Total Absentee,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Overseas Absentees,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Overseas Absentees,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Overseas Absentees,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Overseas Absentees,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Public Library,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Public Library,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Public Library,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Public Library,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Joy Fellowship,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Joy Fellowship,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Joy Fellowship,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Joy Fellowship,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Broadmoor School,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Broadmoor School,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Broadmoor School,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Broadmoor School,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,VFW,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,VFW,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,VFW,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,VFW,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Green Meadows Bapt Annex,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Green Meadows Bapt Annex,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Green Meadows Bapt Annex,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Green Meadows Bapt Annex,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,ARESC,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,ARESC,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,ARESC,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,ARESC,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,34th & Missouri St School,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,34th & Missouri St School,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,34th & Missouri St School,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,34th & Missouri St School,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Immanuel Bapt. Church,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Immanuel Bapt. Church,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Immanuel Bapt. Church,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Immanuel Bapt. Church,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,American Legion,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,American Legion,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,American Legion,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,American Legion,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Southside Baptist Church,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Southside Baptist Church,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Southside Baptist Church,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Southside Baptist Church,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Forrest Park School,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Forrest Park School,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Forrest Park School,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Forrest Park School,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Church of Christ,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Church of Christ,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Church of Christ,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Church of Christ,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Forrest Park Assembly,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Forrest Park Assembly,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Forrest Park Assembly,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Forrest Park Assembly,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,New Covenant Fellowship,Jefferson County,77,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,New Covenant Fellowship,Jefferson County,12,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,New Covenant Fellowship,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,New Covenant Fellowship,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Greenville School,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Greenville School,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Greenville School,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Greenville School,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Cumberland Presbyterian,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Cumberland Presbyterian,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Cumberland Presbyterian,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Cumberland Presbyterian,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Edgewood School,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Edgewood School,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Edgewood School,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Edgewood School,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Coleman School,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Coleman School,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Coleman School,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Coleman School,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Highland Bapt Church,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Highland Bapt Church,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Highland Bapt Church,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Highland Bapt Church,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Goodfaith United Methodist,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Goodfaith United Methodist,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Goodfaith United Methodist,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Goodfaith United Methodist,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Oak Park School,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Oak Park School,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Oak Park School,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Oak Park School,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,UAPB Fine Arts Bldg,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,UAPB Fine Arts Bldg,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,UAPB Fine Arts Bldg,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,UAPB Fine Arts Bldg,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,School Admin Office,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,School Admin Office,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,School Admin Office,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,School Admin Office,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,New Town Miss. Baptist Church,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,New Town Miss. Baptist Church,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,New Town Miss. Baptist Church,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,New Town Miss. Baptist Church,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Gospel Temple Baptist,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Gospel Temple Baptist,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Gospel Temple Baptist,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Gospel Temple Baptist,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Central Baptist Church,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Central Baptist Church,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Central Baptist Church,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Central Baptist Church,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Hestand Stadium,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Hestand Stadium,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Hestand Stadium,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Hestand Stadium,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Tucker Fire Dept,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Tucker Fire Dept,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Tucker Fire Dept,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Tucker Fire Dept,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Wright Pastoria Water Asso,Jefferson County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Wright Pastoria Water Asso,Jefferson County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Wright Pastoria Water Asso,Jefferson County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Wright Pastoria Water Asso,Jefferson County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,American Legion Lodge-Redfield,Jefferson County,0,
