county,precinct,office,district,party,candidate,votes,provisional,early_voting,absentee,election_day
Ashley,PORTLAND RURAL,Secretary of State,,DEM,Anna Beth Gorman,7,0,0,0,7
Ashley,BOYDELL,Secretary of State,,DEM,Anna Beth Gorman,4,0,1,0,3
Ashley,SNYDER / TRAFALGAR,Secretary of State,,DEM,Anna Beth Gorman,4,0,4,0,0
Ashley,MONTROSE CITY,Secretary of State,,DEM,Anna Beth Gorman,41,0,5,0,36
Ashley,MONTROSE RURAL,Secretary of State,,DEM,Anna Beth Gorman,0,0,0,0,0
Ashley,PARKDALE CITY,Secretary of State,,DEM,Anna Beth Gorman,38,0,6,0,32
Ashley,PARKDALE RURAL,Secretary of State,,DEM,Anna Beth Gorman,3,0,0,0,3
Ashley,WILMOT CITY,Secretary of State,,DEM,Anna Beth Gorman,82,0,10,6,66
Ashley,WILMOT RURAL,Secretary of State,,DEM,Anna Beth Gorman,9,0,4,0,5
Ashley,CW1,Secretary of State,,REP,Secretary of State John Thurston,146,1,93,3,49
Ashley,CW2,Secretary of State,,REP,Secretary of State John Thurston,214,0,130,14,70
Ashley,CW3,Secretary of State,,REP,Secretary of State John Thurston,471,0,303,7,161
Ashley,NCE,Secretary of State,,REP,Secretary of State John Thurston,276,1,142,5,128
Ashley,NCW,Secretary of State,,REP,Secretary of State John Thurston,159,0,79,5,75
Ashley,WCR,Secretary of State,,REP,Secretary of State John Thurston,278,0,167,1,110
Ashley,VOTECH,Secretary of State,,REP,Secretary of State John Thurston,154,0,79,0,75
Ashley,COOTER,Secretary of State,,REP,Secretary of State John Thurston,138,0,45,1,92
Ashley,HICKORY GROVE,Secretary of State,,REP,Secretary of State John Thurston,332,0,228,2,102
Ashley,CROSSROADS,Secretary of State,,REP,Secretary of State John Thurston,265,0,133,2,130
Ashley,HW3,Secretary of State,,REP,Secretary of State John Thurston,235,0,146,4,85
Ashley,HW2,Secretary of State,,REP,Secretary of State John Thurston,145,1,92,3,49
Ashley,HW1,Secretary of State,,REP,Secretary of State John Thurston,31,0,16,0,15
Ashley,HAMBURG RURAL,Secretary of State,,REP,Secretary of State John Thurston,385,0,257,10,118
Ashley,MT ZION,Secretary of State,,REP,Secretary of State John Thurston,102,0,64,3,35
Ashley,MILO,Secretary of State,,REP,Secretary of State John Thurston,240,0,112,4,124
Ashley,BEECH CREEK,Secretary of State,,REP,Secretary of State John Thurston,16,0,7,0,9
Ashley,MIST,Secretary of State,,REP,Secretary of State John Thurston,55,1,38,0,16
Ashley,FOUNTAIN HILL CITY,Secretary of State,,REP,Secretary of State John Thurston,27,1,5,0,21
Ashley,FOUNTAIN HILL RURAL,Secretary of State,,REP,Secretary of State John Thurston,160,0,56,3,101
Ashley,PORTLAND CITY,Secretary of State,,REP,Secretary of State John Thurston,85,0,14,6,65
Ashley,PORTLAND RURAL,Secretary of State,,REP,Secretary of State John Thurston,15,0,2,0,13
Ashley,BOYDELL,Secretary of State,,REP,Secretary of State John Thurston,3,0,1,0,2
Ashley,SNYDER / TRAFALGAR,Secretary of State,,REP,Secretary of State John Thurston,31,0,21,1,9
Ashley,MONTROSE CITY,Secretary of State,,REP,Secretary of State John Thurston,17,0,4,0,13
Ashley,MONTROSE RURAL,Secretary of State,,REP,Secretary of State John Thurston,3,0,0,0,3
Ashley,PARKDALE CITY,Secretary of State,,REP,Secretary of State John Thurston,17,0,7,1,9
Ashley,PARKDALE RURAL,Secretary of State,,REP,Secretary of State John Thurston,3,0,2,0,1
Ashley,WILMOT CITY,Secretary of State,,REP,Secretary of State John Thurston,31,0,16,0,15
Ashley,WILMOT RURAL,Secretary of State,,REP,Secretary of State John Thurston,38,0,13,1,24
Ashley,CW1,State Treasurer,,REP,State Representative Mark Lowery,147,1,92,3,51
Ashley,CW2,State Treasurer,,REP,State Representative Mark Lowery,209,0,125,13,71
Ashley,CW3,State Treasurer,,REP,State Representative Mark Lowery,477,0,306,7,164
Ashley,NCE,State Treasurer,,REP,State Representative Mark Lowery,279,1,143,5,130
Ashley,NCW,State Treasurer,,REP,State Representative Mark Lowery,157,0,81,5,71
Ashley,WCR,State Treasurer,,REP,State Representative Mark Lowery,276,0,166,1,109
Ashley,VOTECH,State Treasurer,,REP,State Representative Mark Lowery,157,0,81,0,76
Ashley,COOTER,State Treasurer,,REP,State Representative Mark Lowery,137,0,45,1,91
Ashley,HICKORY GROVE,State Treasurer,,REP,State Representative Mark Lowery,331,0,226,2,103
Ashley,CROSSROADS,State Treasurer,,REP,State Representative Mark Lowery,266,0,134,2,130
Ashley,HW3,State Treasurer,,REP,State Representative Mark Lowery,235,0,146,4,85
Ashley,HW2,State Treasurer,,REP,State Representative Mark Lowery,152,1,97,3,51
Ashley,HW1,State Treasurer,,REP,State Representative Mark Lowery,35,0,18,0,17
Ashley,HAMBURG RURAL,State Treasurer,,REP,State Representative Mark Lowery,387,0,258,10,119
Ashley,MT ZION,State Treasurer,,REP,State Representative Mark Lowery,106,0,69,3,34
Ashley,MILO,State Treasurer,,REP,State Representative Mark Lowery,238,0,114,4,120
Ashley,BEECH CREEK,State Treasurer,,REP,State Representative Mark Lowery,16,0,7,0,9
Ashley,MIST,State Treasurer,,REP,State Representative Mark Lowery,56,1,39,0,16
Ashley,FOUNTAIN HILL CITY,State Treasurer,,REP,State Representative Mark Lowery,30,1,7,0,22
Ashley,FOUNTAIN HILL RURAL,State Treasurer,,REP,State Representative Mark Lowery,165,0,57,3,105
Ashley,PORTLAND CITY,State Treasurer,,REP,State Representative Mark Lowery,84,0,14,4,66
Ashley,PORTLAND RURAL,State Treasurer,,REP,State Representative Mark Lowery,15,0,2,0,13
Ashley,BOYDELL,State Treasurer,,REP,State Representative Mark Lowery,4,0,2,0,2
Ashley,SNYDER / TRAFALGAR,State Treasurer,,REP,State Representative Mark Lowery,32,0,22,1,9
Ashley,MONTROSE CITY,State Treasurer,,REP,State Representative Mark Lowery,18,0,4,0,14
Ashley,MONTROSE RURAL,State Treasurer,,REP,State Representative Mark Lowery,3,0,0,0,3
Ashley,PARKDALE CITY,State Treasurer,,REP,State Representative Mark Lowery,18,0,6,1,11
Ashley,PARKDALE RURAL,State Treasurer,,REP,State Representative Mark Lowery,3,0,2,0,1
Ashley,WILMOT CITY,State Treasurer,,REP,State Representative Mark Lowery,32,0,17,0,15
Ashley,WILMOT RURAL,State Treasurer,,REP,State Representative Mark Lowery,38,0,13,1,24
Ashley,CW1,State Treasurer,,DEM,Pam Whitaker,183,2,127,11,43
Ashley,CW2,State Treasurer,,DEM,Pam Whitaker,204,0,127,5,72
Ashley,CW3,State Treasurer,,DEM,Pam Whitaker,123,0,83,3,37
Ashley,NCE,State Treasurer,,DEM,Pam Whitaker,46,0,30,0,16
Ashley,NCW,State Treasurer,,DEM,Pam Whitaker,33,0,14,1,18
Ashley,WCR,State Treasurer,,DEM,Pam Whitaker,97,0,60,3,34
Ashley,VOTECH,State Treasurer,,DEM,Pam Whitaker,36,1,24,2,9
Ashley,COOTER,State Treasurer,,DEM,Pam Whitaker,22,0,10,0,12
Ashley,HICKORY GROVE,State Treasurer,,DEM,Pam Whitaker,25,0,17,1,7
Ashley,CROSSROADS,State Treasurer,,DEM,Pam Whitaker,31,0,21,0,10
Ashley,HW3,State Treasurer,,DEM,Pam Whitaker,40,0,24,3,13
Ashley,HW2,State Treasurer,,DEM,Pam Whitaker,40,0,23,0,17
Ashley,HW1,State Treasurer,,DEM,Pam Whitaker,79,2,49,1,27
Ashley,HAMBURG RURAL,State Treasurer,,DEM,Pam Whitaker,46,0,34,0,12
Ashley,MT ZION,State Treasurer,,DEM,Pam Whitaker,3,0,2,0,1
Ashley,MILO,State Treasurer,,DEM,Pam Whitaker,26,0,13,2,11
Ashley,BEECH CREEK,State Treasurer,,DEM,Pam Whitaker,0,0,0,0,0
Ashley,MIST,State Treasurer,,DEM,Pam Whitaker,4,0,3,0,1
Ashley,FOUNTAIN HILL CITY,State Treasurer,,DEM,Pam Whitaker,15,0,6,0,9
Ashley,FOUNTAIN HILL RURAL,State Treasurer,,DEM,Pam Whitaker,17,0,2,2,13
Ashley,PORTLAND CITY,State Treasurer,,DEM,Pam Whitaker,71,0,4,3,64
Ashley,PORTLAND RURAL,State Treasurer,,DEM,Pam Whitaker,6,0,0,0,6
Ashley,BOYDELL,State Treasurer,,DEM,Pam Whitaker,3,0,0,0,3
Ashley,SNYDER / TRAFALGAR,State Treasurer,,DEM,Pam Whitaker,3,0,3,0,0
Ashley,MONTROSE CITY,State Treasurer,,DEM,Pam Whitaker,40,0,5,0,35
Ashley,MONTROSE RURAL,State Treasurer,,DEM,Pam Whitaker,0,0,0,0,0
Ashley,PARKDALE CITY,State Treasurer,,DEM,Pam Whitaker,38,0,7,0,31
Ashley,PARKDALE RURAL,State Treasurer,,DEM,Pam Whitaker,3,0,0,0,3
Ashley,WILMOT CITY,State Treasurer,,DEM,Pam Whitaker,84,0,9,6,69
Ashley,WILMOT RURAL,State Treasurer,,DEM,Pam Whitaker,10,0,5,0,5
Ashley,CW1,State Senate,01,REP,Senator Ben Gilmore,237,2,148,9,78
Ashley,CW2,State Senate,01,REP,Senator Ben Gilmore,330,0,202,14,114
Ashley,CW3,State Senate,01,REP,Senator Ben Gilmore,535,0,344,7,184
Ashley,NCE,State Senate,01,REP,Senator Ben Gilmore,297,1,157,5,134
Ashley,NCW,State Senate,01,REP,Senator Ben Gilmore,176,0,88,6,82
Ashley,WCR,State Senate,01,REP,Senator Ben Gilmore,319,0,191,3,125
Ashley,VOTECH,State Senate,01,REP,Senator Ben Gilmore,169,1,91,1,76
Ashley,COOTER,State Senate,01,REP,Senator Ben Gilmore,148,0,52,1,95
Ashley,HICKORY GROVE,State Senate,01,REP,Senator Ben Gilmore,338,0,228,4,106
Ashley,CROSSROADS,State Senate,01,REP,Senator Ben Gilmore,275,0,142,2,131
Ashley,HW3,State Senate,01,REP,Senator Ben Gilmore,253,0,157,5,91
Ashley,HW2,State Senate,01,REP,Senator Ben Gilmore,170,1,107,3,59
Ashley,HW1,State Senate,01,REP,Senator Ben Gilmore,67,2,38,1,26
Ashley,HAMBURG RURAL,State Senate,01,REP,Senator Ben Gilmore,404,0,274,9,121
Ashley,MT ZION,State Senate,01,REP,Senator Ben Gilmore,106,0,69,3,34
Ashley,MILO,State Senate,01,REP,Senator Ben Gilmore,250,0,124,6,120
Ashley,BEECH CREEK,State Senate,01,REP,Senator Ben Gilmore,16,0,7,0,9
Ashley,MIST,State Senate,01,REP,Senator Ben Gilmore,57,0,42,0,15
Ashley,FOUNTAIN HILL CITY,State Senate,01,REP,Senator Ben Gilmore,33,1,7,0,25
Ashley,FOUNTAIN HILL RURAL,State Senate,01,REP,Senator Ben Gilmore,166,0,55,4,107
Ashley,PORTLAND CITY,State Senate,01,REP,Senator Ben Gilmore,124,0,17,5,102
Ashley,PORTLAND RURAL,State Senate,01,REP,Senator Ben Gilmore,17,0,2,0,15
Ashley,BOYDELL,State Senate,01,REP,Senator Ben Gilmore,6,0,2,0,4
Ashley,SNYDER / TRAFALGAR,State Senate,01,REP,Senator Ben Gilmore,35,0,25,1,9
Ashley,MONTROSE CITY,State Senate,01,REP,Senator Ben Gilmore,33,0,5,0,28
Ashley,MONTROSE RURAL,State Senate,01,REP,Senator Ben Gilmore,3,0,0,0,3
Ashley,PARKDALE CITY,State Senate,01,REP,Senator Ben Gilmore,29,0,7,1,21
Ashley,PARKDALE RURAL,State Senate,01,REP,Senator Ben Gilmore,5,0,2,0,3
Ashley,WILMOT CITY,State Senate,01,REP,Senator Ben Gilmore,68,0,20,5,43
Ashley,WILMOT RURAL,State Senate,01,REP,Senator Ben Gilmore,42,0,16,1,25
Ashley,CW1,State House,95,REP,"Representative Howard M. Beaty, Jr.",227,2,145,8,72
Ashley,CW2,State House,95,REP,"Representative Howard M. Beaty, Jr.",324,0,201,13,110
Ashley,CW3,State House,95,REP,"Representative Howard M. Beaty, Jr.",539,0,346,7,186
Ashley,NCE,State House,95,REP,"Representative Howard M. Beaty, Jr.",295,1,155,5,134
Ashley,NCW,State House,95,REP,"Representative Howard M. Beaty, Jr.",178,0,90,6,82
Ashley,WCR,State House,95,REP,"Representative Howard M. Beaty, Jr.",311,0,190,3,118
Ashley,VOTECH,State House,95,REP,"Representative Howard M. Beaty, Jr.",171,0,90,1,80
Ashley,COOTER,State House,95,REP,"Representative Howard M. Beaty, Jr.",151,0,54,1,96
Ashley,HICKORY GROVE,State House,95,REP,"Representative Howard M. Beaty, Jr.",335,0,226,4,105
Ashley,CROSSROADS,State House,95,REP,"Representative Howard M. Beaty, Jr.",275,0,141,2,132
Ashley,HW3,State House,95,REP,"Representative Howard M. Beaty, Jr.",253,0,159,5,89
Ashley,HW2,State House,95,REP,"Representative Howard M. Beaty, Jr.",170,0,106,3,61
Ashley,HW1,State House,95,REP,"Representative Howard M. Beaty, Jr.",67,2,40,0,25
Ashley,HAMBURG RURAL,State House,95,REP,"Representative Howard M. Beaty, Jr.",401,0,269,10,122
Ashley,MT ZION,State House,95,REP,"Representative Howard M. Beaty, Jr.",107,0,69,3,35
Ashley,MILO,State House,95,REP,"Representative Howard M. Beaty, Jr.",242,0,117,6,119
Ashley,BEECH CREEK,State House,95,REP,"Representative Howard M. Beaty, Jr.",16,0,7,0,9
Ashley,MIST,State House,95,REP,"Representative Howard M. Beaty, Jr.",58,1,40,0,17
Ashley,FOUNTAIN HILL CITY,State House,95,REP,"Representative Howard M. Beaty, Jr.",37,1,9,0,27
Ashley,FOUNTAIN HILL RURAL,State House,95,REP,"Representative Howard M. Beaty, Jr.",166,0,57,5,104
Ashley,PORTLAND CITY,State House,95,REP,"Representative Howard M. Beaty, Jr.",122,0,16,6,100
Ashley,PORTLAND RURAL,State House,95,REP,"Representative Howard M. Beaty, Jr.",16,0,2,0,14
Ashley,BOYDELL,State House,95,REP,"Representative Howard M. Beaty, Jr.",6,0,2,0,4
Ashley,SNYDER / TRAFALGAR,State House,95,REP,"Representative Howard M. Beaty, Jr.",32,0,22,1,9
Ashley,MONTROSE CITY,State House,95,REP,"Representative Howard M. Beaty, Jr.",31,0,6,0,25
Ashley,MONTROSE RURAL,State House,95,REP,"Representative Howard M. Beaty, Jr.",3,0,0,0,3
Ashley,PARKDALE CITY,State House,95,REP,"Representative Howard M. Beaty, Jr.",31,0,8,1,22
Ashley,PARKDALE RURAL,State House,95,REP,"Representative Howard M. Beaty, Jr.",5,0,2,0,3
Ashley,WILMOT CITY,State House,95,REP,"Representative Howard M. Beaty, Jr.",69,0,19,5,45
Ashley,WILMOT RURAL,State House,95,REP,"Representative Howard M. Beaty, Jr.",42,0,16,1,25
Ashley,CW1,State Supreme Court Associate Justice Position 2,,NPT,Judge Chris Carnahan,127,2,76,4,45
Ashley,CW2,State Supreme Court Associate Justice Position 2,,NPT,Judge Chris Carnahan,153,0,94,7,52
Ashley,CW3,State Supreme Court Associate Justice Position 2,,NPT,Judge Chris Carnahan,219,0,144,2,73
Ashley,NCE,State Supreme Court Associate Justice Position 2,,NPT,Judge Chris Carnahan,118,1,57,0,60
Ashley,NCW,State Supreme Court Associate Justice Position 2,,NPT,Judge Chris Carnahan,68,0,28,0,40
Ashley,WCR,State Supreme Court Associate Justice Position 2,,NPT,Judge Chris Carnahan,155,0,96,0,59
Ashley,VOTECH,State Supreme Court Associate Justice Position 2,,NPT,Judge Chris Carnahan,71,0,44,0,27
Ashley,COOTER,State Supreme Court Associate Justice Position 2,,NPT,Judge Chris Carnahan,65,0,16,1,48
Ashley,HICKORY GROVE,State Supreme Court Associate Justice Position 2,,NPT,Judge Chris Carnahan,146,0,97,0,49
Ashley,CROSSROADS,State Supreme Court Associate Justice Position 2,,NPT,Judge Chris Carnahan,105,0,64,0,41
Ashley,HW3,State Supreme Court Associate Justice Position 2,,NPT,Judge Chris Carnahan,106,0,60,3,43
Ashley,HW2,State Supreme Court Associate Justice Position 2,,NPT,Judge Chris Carnahan,58,1,40,0,17
Ashley,HW1,State Supreme Court Associate Justice Position 2,,NPT,Judge Chris Carnahan,30,1,17,0,12
Ashley,HAMBURG RURAL,State Supreme Court Associate Justice Position 2,,NPT,Judge Chris Carnahan,159,0,102,5,52
Ashley,MT ZION,State Supreme Court Associate Justice Position 2,,NPT,Judge Chris Carnahan,36,0,20,0,16
Ashley,MILO,State Supreme Court Associate Justice Position 2,,NPT,Judge Chris Carnahan,112,0,51,2,59
Ashley,BEECH CREEK,State Supreme Court Associate Justice Position 2,,NPT,Judge Chris Carnahan,10,0,5,0,5
Ashley,MIST,State Supreme Court Associate Justice Position 2,,NPT,Judge Chris Carnahan,24,0,13,0,11
Ashley,FOUNTAIN HILL CITY,State Supreme Court Associate Justice Position 2,,NPT,Judge Chris Carnahan,13,0,2,0,11
Ashley,FOUNTAIN HILL RURAL,State Supreme Court Associate Justice Position 2,,NPT,Judge Chris Carnahan,75,0,22,2,51
Ashley,PORTLAND CITY,State Supreme Court Associate Justice Position 2,,NPT,Judge Chris Carnahan,56,0,4,0,52
Ashley,PORTLAND RURAL,State Supreme Court Associate Justice Position 2,,NPT,Judge Chris Carnahan,12,0,0,0,12
Ashley,BOYDELL,State Supreme Court Associate Justice Position 2,,NPT,Judge Chris Carnahan,2,0,1,0,1
Ashley,SNYDER / TRAFALGAR,State Supreme Court Associate Justice Position 2,,NPT,Judge Chris Carnahan,14,0,10,0,4
Ashley,MONTROSE CITY,State Supreme Court Associate Justice Position 2,,NPT,Judge Chris Carnahan,13,0,1,0,12
Ashley,MONTROSE RURAL,State Supreme Court Associate Justice Position 2,,NPT,Judge Chris Carnahan,1,0,0,0,1
Ashley,PARKDALE CITY,State Supreme Court Associate Justice Position 2,,NPT,Judge Chris Carnahan,21,0,6,1,14
Ashley,PARKDALE RURAL,State Supreme Court Associate Justice Position 2,,NPT,Judge Chris Carnahan,4,0,2,0,2
Ashley,WILMOT CITY,State Supreme Court Associate Justice Position 2,,NPT,Judge Chris Carnahan,39,0,9,1,29
Ashley,WILMOT RURAL,State Supreme Court Associate Justice Position 2,,NPT,Judge Chris Carnahan,20,0,6,0,14
Ashley,CW1,State Supreme Court Associate Justice Position 2,,NPT,Supreme Court Associate Justice Robin Wynne,161,1,112,8,40
Ashley,CW2,State Supreme Court Associate Justice Position 2,,NPT,Supreme Court Associate Justice Robin Wynne,222,0,137,9,76
Ashley,CW3,State Supreme Court Associate Justice Position 2,,NPT,Supreme Court Associate Justice Robin Wynne,314,0,203,8,103
Ashley,NCE,State Supreme Court Associate Justice Position 2,,NPT,Supreme Court Associate Justice Robin Wynne,163,0,92,4,67
Ashley,NCW,State Supreme Court Associate Justice Position 2,,NPT,Supreme Court Associate Justice Robin Wynne,96,0,54,6,36
Ashley,WCR,State Supreme Court Associate Justice Position 2,,NPT,Supreme Court Associate Justice Robin Wynne,169,0,99,4,66
Ashley,VOTECH,State Supreme Court Associate Justice Position 2,,NPT,Supreme Court Associate Justice Robin Wynne,92,1,44,2,45
Ashley,COOTER,State Supreme Court Associate Justice Position 2,,NPT,Supreme Court Associate Justice Robin Wynne,83,0,32,0,51
Ashley,HICKORY GROVE,State Supreme Court Associate Justice Position 2,,NPT,Supreme Court Associate Justice Robin Wynne,160,0,114,2,44
Ashley,CROSSROADS,State Supreme Court Associate Justice Position 2,,NPT,Supreme Court Associate Justice Robin Wynne,152,0,72,1,79
Ashley,HW3,State Supreme Court Associate Justice Position 2,,NPT,Supreme Court Associate Justice Robin Wynne,143,0,96,3,44
Ashley,HW2,State Supreme Court Associate Justice Position 2,,NPT,Supreme Court Associate Justice Robin Wynne,112,0,66,3,43
Ashley,HW1,State Supreme Court Associate Justice Position 2,,NPT,Supreme Court Associate Justice Robin Wynne,60,1,36,0,23
Ashley,HAMBURG RURAL,State Supreme Court Associate Justice Position 2,,NPT,Supreme Court Associate Justice Robin Wynne,222,0,153,5,64
Ashley,MT ZION,State Supreme Court Associate Justice Position 2,,NPT,Supreme Court Associate Justice Robin Wynne,59,0,43,3,13
Ashley,MILO,State Supreme Court Associate Justice Position 2,,NPT,Supreme Court Associate Justice Robin Wynne,116,0,58,3,55
Ashley,BEECH CREEK,State Supreme Court Associate Justice Position 2,,NPT,Supreme Court Associate Justice Robin Wynne,6,0,2,0,4
Ashley,MIST,State Supreme Court Associate Justice Position 2,,NPT,Supreme Court Associate Justice Robin Wynne,33,1,27,0,5
Ashley,FOUNTAIN HILL CITY,State Supreme Court Associate Justice Position 2,,NPT,Supreme Court Associate Justice Robin Wynne,23,1,8,0,14
Ashley,FOUNTAIN HILL RURAL,State Supreme Court Associate Justice Position 2,,NPT,Supreme Court Associate Justice Robin Wynne,77,0,30,3,44
Ashley,PORTLAND CITY,State Supreme Court Associate Justice Position 2,,NPT,Supreme Court Associate Justice Robin Wynne,73,0,12,5,56
Ashley,PORTLAND RURAL,State Supreme Court Associate Justice Position 2,,NPT,Supreme Court Associate Justice Robin Wynne,8,0,1,0,7
Ashley,BOYDELL,State Supreme Court Associate Justice Position 2,,NPT,Supreme Court Associate Justice Robin Wynne,4,0,0,0,4
Ashley,SNYDER / TRAFALGAR,State Supreme Court Associate Justice Position 2,,NPT,Supreme Court Associate Justice Robin Wynne,17,0,12,1,4
Ashley,MONTROSE CITY,State Supreme Court Associate Justice Position 2,,NPT,Supreme Court Associate Justice Robin Wynne,28,0,8,0,20
Ashley,MONTROSE RURAL,State Supreme Court Associate Justice Position 2,,NPT,Supreme Court Associate Justice Robin Wynne,2,0,0,0,2
Ashley,PARKDALE CITY,State Supreme Court Associate Justice Position 2,,NPT,Supreme Court Associate Justice Robin Wynne,23,0,5,0,18
Ashley,PARKDALE RURAL,State Supreme Court Associate Justice Position 2,,NPT,Supreme Court Associate Justice Robin Wynne,2,0,0,0,2
Ashley,WILMOT CITY,State Supreme Court Associate Justice Position 2,,NPT,Supreme Court Associate Justice Robin Wynne,52,0,12,5,35
Ashley,WILMOT RURAL,State Supreme Court Associate Justice Position 2,,NPT,Supreme Court Associate Justice Robin Wynne,18,0,8,1,9
Ashley,CW1,ASHLEY COUNTY CIRCUIT CLERK,,REP,REP VICKIE RILEY STELL,263,2,167,11,83
Ashley,CW2,ASHLEY COUNTY CIRCUIT CLERK,,REP,REP VICKIE RILEY STELL,352,0,213,15,124
Ashley,CW3,ASHLEY COUNTY CIRCUIT CLERK,,REP,REP VICKIE RILEY STELL,563,0,363,8,192
Ashley,NCE,ASHLEY COUNTY CIRCUIT CLERK,,REP,REP VICKIE RILEY STELL,308,1,163,5,139
Ashley,NCW,ASHLEY COUNTY CIRCUIT CLERK,,REP,REP VICKIE RILEY STELL,182,0,91,6,85
Ashley,WCR,ASHLEY COUNTY CIRCUIT CLERK,,REP,REP VICKIE RILEY STELL,341,0,207,4,130
Ashley,VOTECH,ASHLEY COUNTY CIRCUIT CLERK,,REP,REP VICKIE RILEY STELL,176,1,91,2,82
Ashley,COOTER,ASHLEY COUNTY CIRCUIT CLERK,,REP,REP VICKIE RILEY STELL,152,0,52,1,99
Ashley,HICKORY GROVE,ASHLEY COUNTY CIRCUIT CLERK,,REP,REP VICKIE RILEY STELL,346,0,237,4,105
Ashley,CROSSROADS,ASHLEY COUNTY CIRCUIT CLERK,,REP,REP VICKIE RILEY STELL,282,0,145,2,135
Ashley,HW3,ASHLEY COUNTY CIRCUIT CLERK,,REP,REP VICKIE RILEY STELL,267,0,165,6,96
Ashley,HW2,ASHLEY COUNTY CIRCUIT CLERK,,REP,REP VICKIE RILEY STELL,178,1,113,3,61
Ashley,HW1,ASHLEY COUNTY CIRCUIT CLERK,,REP,REP VICKIE RILEY STELL,89,2,51,0,36
Ashley,HAMBURG RURAL,ASHLEY COUNTY CIRCUIT CLERK,,REP,REP VICKIE RILEY STELL,423,0,288,10,125
Ashley,MT ZION,ASHLEY COUNTY CIRCUIT CLERK,,REP,REP VICKIE RILEY STELL,107,0,69,3,35
Ashley,MILO,ASHLEY COUNTY CIRCUIT CLERK,,REP,REP VICKIE RILEY STELL,262,0,125,6,131
Ashley,BEECH CREEK,ASHLEY COUNTY CIRCUIT CLERK,,REP,REP VICKIE RILEY STELL,16,0,7,0,9
Ashley,MIST,ASHLEY COUNTY CIRCUIT CLERK,,REP,REP VICKIE RILEY STELL,60,1,42,0,17
Ashley,FOUNTAIN HILL CITY,ASHLEY COUNTY CIRCUIT CLERK,,REP,REP VICKIE RILEY STELL,40,1,10,0,29
Ashley,FOUNTAIN HILL RURAL,ASHLEY COUNTY CIRCUIT CLERK,,REP,REP VICKIE RILEY STELL,179,0,61,5,113
Ashley,PORTLAND CITY,ASHLEY COUNTY CIRCUIT CLERK,,REP,REP VICKIE RILEY STELL,129,0,18,6,105
Ashley,PORTLAND RURAL,ASHLEY COUNTY CIRCUIT CLERK,,REP,REP VICKIE RILEY STELL,20,0,2,0,18
Ashley,BOYDELL,ASHLEY COUNTY CIRCUIT CLERK,,REP,REP VICKIE RILEY STELL,7,0,2,0,5
Ashley,SNYDER / TRAFALGAR,ASHLEY COUNTY CIRCUIT CLERK,,REP,REP VICKIE RILEY STELL,35,0,25,1,9
Ashley,MONTROSE CITY,ASHLEY COUNTY CIRCUIT CLERK,,REP,REP VICKIE RILEY STELL,43,0,8,0,35
Ashley,MONTROSE RURAL,ASHLEY COUNTY CIRCUIT CLERK,,REP,REP VICKIE RILEY STELL,3,0,0,0,3
Ashley,PARKDALE CITY,ASHLEY COUNTY CIRCUIT CLERK,,REP,REP VICKIE RILEY STELL,40,0,10,1,29
Ashley,PARKDALE RURAL,ASHLEY COUNTY CIRCUIT CLERK,,REP,REP VICKIE RILEY STELL,5,0,2,0,3
Ashley,WILMOT CITY,ASHLEY COUNTY CIRCUIT CLERK,,REP,REP VICKIE RILEY STELL,86,0,22,6,58
Ashley,WILMOT RURAL,ASHLEY COUNTY CIRCUIT CLERK,,REP,REP VICKIE RILEY STELL,44,0,16,1,27
Ashley,CW1,ASHLEY COUNTY CORONER,,IND,IND RYAN KNIGHT,127,2,80,5,40
Ashley,CW2,ASHLEY COUNTY CORONER,,IND,IND RYAN KNIGHT,174,0,106,4,64
Ashley,CW3,ASHLEY COUNTY CORONER,,IND,IND RYAN KNIGHT,176,0,116,0,60
Ashley,NCE,ASHLEY COUNTY CORONER,,IND,IND RYAN KNIGHT,77,0,39,0,38
Ashley,NCW,ASHLEY COUNTY CORONER,,IND,IND RYAN KNIGHT,49,0,17,1,31
Ashley,WCR,ASHLEY COUNTY CORONER,,IND,IND RYAN KNIGHT,97,0,61,1,35
Ashley,VOTECH,ASHLEY COUNTY CORONER,,IND,IND RYAN KNIGHT,60,1,34,2,23
Ashley,COOTER,ASHLEY COUNTY CORONER,,IND,IND RYAN KNIGHT,38,0,13,0,25
Ashley,HICKORY GROVE,ASHLEY COUNTY CORONER,,IND,IND RYAN KNIGHT,71,0,43,0,28
Ashley,CROSSROADS,ASHLEY COUNTY CORONER,,IND,IND RYAN KNIGHT,122,0,67,0,55
Ashley,HW3,ASHLEY COUNTY CORONER,,IND,IND RYAN KNIGHT,195,0,117,7,71
Ashley,HW2,ASHLEY COUNTY CORONER,,IND,IND RYAN KNIGHT,130,1,79,3,47
Ashley,HW1,ASHLEY COUNTY CORONER,,IND,IND RYAN KNIGHT,77,1,43,1,32
Ashley,HAMBURG RURAL,ASHLEY COUNTY CORONER,,IND,IND RYAN KNIGHT,297,0,201,5,91
Ashley,MT ZION,ASHLEY COUNTY CORONER,,IND,IND RYAN KNIGHT,47,0,28,3,16
Ashley,MILO,ASHLEY COUNTY CORONER,,IND,IND RYAN KNIGHT,146,0,78,5,63
Ashley,BEECH CREEK,ASHLEY COUNTY CORONER,,IND,IND RYAN KNIGHT,9,0,2,0,7
Ashley,MIST,ASHLEY COUNTY CORONER,,IND,IND RYAN KNIGHT,36,1,28,0,7
