county,precinct,office,district,party,candidate,votes,election_day_paper_ballot,absentee,early_vote_ivo_machine,election_day_ivo_machine,early_vote_paper_ballot
Benton,50 Faith Christian Fellowship Church,Unopposed Democratic Candidates,,DEM,FOR,13,3,1,3,6,0
Benton,51 War Eagle Mill,Unopposed Democratic Candidates,,DEM,FOR,26,2,0,7,17,0
Benton,52 First United Pentecostal Church,Unopposed Democratic Candidates,,DEM,FOR,33,2,0,8,23,0
Benton,53 Rogers 1st United Methodist Church,Unopposed Democratic Candidates,,DEM,FOR,45,5,0,24,16,0
Benton,54 1st Christian of Rogers,Unopposed Democratic Candidates,,DEM,FOR,22,0,0,10,12,0
Benton,55 Southside Church of Christ,Unopposed Democratic Candidates,,DEM,FOR,40,4,0,9,26,1
Benton,56 Rogers Christian Church,Unopposed Democratic Candidates,,DEM,FOR,40,8,3,10,19,0
Benton,57 Hickory Creek Fire Station,Unopposed Democratic Candidates,,DEM,FOR,20,12,0,0,8,0
Benton,01 Gravette Civic Center,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,206,15,2,18,171,0
Benton,02 Sulphur Springs Community Building,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,60,16,0,5,39,0
Benton,03 Monte Ne Baptist Church,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,175,18,3,43,111,0
Benton,04 Decatur Municipal Building,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,81,24,0,7,50,0
Benton,05 Prairie Creek Community Center,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,283,21,1,125,136,0
Benton,06 Gentry Methodist Church,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,130,1,2,19,108,0
Benton,07 Total Life Community Center,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,68,3,0,20,45,0
Benton,08 1st Christian - Siloam,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,89,2,1,19,67,0
Benton,09 Siloam Springs Community Building,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,150,20,0,67,63,0
Benton,10 Heritage Missionary Baptist Church,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,70,28,2,18,22,0
Benton,11 St. Marys Catholic Church,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,194,17,4,58,115,0
Benton,12 Avoca Town Hall,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,107,14,2,15,76,0
Benton,13 Lost Bridge Village Community Building,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,84,6,2,11,65,0
Benton,14 Garfield 1st Baptist Church,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,129,20,2,14,93,0
Benton,15 Springtown Church of Christ,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,35,1,0,4,30,0
Benton,16 Robinson Community Building,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,10,0,1,2,7,0
Benton,17 Logan Community Building,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,17,1,0,6,10,0
Benton,18 Cave Springs Community Building,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,214,2,1,50,161,0
Benton,19 Highfill Town Hall,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,25,1,0,1,23,0
Benton,20 Vaughn Presbyterian Church,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,82,5,0,17,60,0
Benton,21 St. Bernards Catholic Church,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,107,0,2,35,70,0
Benton,22 New Life Christian Center,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,259,2,3,63,191,0
Benton,23 Hiwasse Fire Station,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,59,0,0,7,52,0
Benton,24 Highlands Church,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,317,47,2,55,213,0
Benton,25 Presbyterian Church of Bella Vista,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,272,5,5,86,176,0
Benton,26 Bella Vista 1st United Methodist Church,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,237,7,1,84,145,0
Benton,27 Bella Vista Christian Church,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,268,5,0,87,176,0
Benton,28 Bella Vista Baptist Church,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,176,22,1,59,94,0
Benton,29 St. Theodores Episcopal Church,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,218,26,0,60,132,0
Benton,30 VFW Post 9063,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,263,8,3,82,170,0
Benton,31 Bella Vista Church of Christ,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,79,6,2,18,53,0
Benton,32 Bentonville 1st Presbyterian Church,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,287,25,4,125,132,1
Benton,33 Pea Ridge Emergency Services Building,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,244,18,0,41,185,0
Benton,34 BentonvilleChurch of Christ,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,310,2,4,127,177,0
Benton,35 Cornorstone Assembly of God,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,81,3,0,16,62,0
Benton,36 1st Assembly of God Church,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,235,3,0,91,141,0
Benton,37 Bentonville First Baptist Church,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,130,4,0,47,79,0
Benton,38 Hope Church of Northwest Arkansas,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,166,14,2,69,81,0
Benton,39 Oakley Chapel United Methodist Church,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,73,2,1,14,56,0
Benton,40 Central United Methodist Church,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,178,3,2,33,140,0
Benton,41 Little Flock City Hall,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,103,10,0,20,73,0
Benton,42 Grace Lutheran Church,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,106,8,1,33,64,0
Benton,43 Rogers 1st Church of the Nazarene,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,289,2,2,77,208,0
Benton,44 Holy Trinity Lutheran Church,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,49,2,1,8,38,0
Benton,45 Bland Chapel (Rocky Branch),State Supreme Court Associate Justice Position 4,,,Raymond Abramson,96,26,0,31,39,0
Benton,46 Colonial Baptist Church,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,57,1,1,14,41,0
Benton,47 Charity Baptist Church,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,228,0,1,54,173,0
Benton,48 Bethel Heights City Hall,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,131,2,0,18,111,0
Benton,49 Lowell First Baptist Church,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,113,31,0,12,70,0
Benton,50 Faith Christian Fellowship Church,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,69,10,1,14,44,0
Benton,51 War Eagle Mill,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,68,15,0,11,42,0
Benton,52 First United Pentecostal Church,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,89,18,1,20,50,0
Benton,53 Rogers 1st United Methodist Church,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,192,8,5,85,94,0
Benton,54 1st Christian of Rogers,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,78,0,0,27,51,0
Benton,55 Southside Church of Christ,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,119,9,5,32,73,0
Benton,56 Rogers Christian Church,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,204,30,6,49,119,0
Benton,57 Hickory Creek Fire Station,State Supreme Court Associate Justice Position 4,,,Raymond Abramson,39,11,0,4,24,0
Benton,01 Gravette Civic Center,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,390,48,8,47,287,0
Benton,02 Sulphur Springs Community Building,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,50,14,0,2,34,0
Benton,03 Monte Ne Baptist Church,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,235,57,0,68,109,1
Benton,04 Decatur Municipal Building,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,147,38,0,19,90,0
Benton,05 Prairie Creek Community Center,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,457,30,4,200,223,0
Benton,06 Gentry Methodist Church,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,173,1,0,16,156,0
Benton,07 Total Life Community Center,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,87,2,1,26,58,0
Benton,08 1st Christian - Siloam,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,162,0,3,42,117,0
Benton,09 Siloam Springs Community Building,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,296,42,2,92,160,0
Benton,10 Heritage Missionary Baptist Church,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,143,42,2,43,56,0
Benton,11 St. Marys Catholic Church,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,320,42,2,102,174,0
Benton,12 Avoca Town Hall,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,203,22,1,39,141,0
Benton,13 Lost Bridge Village Community Building,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,161,14,0,23,124,0
Benton,14 Garfield 1st Baptist Church,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,233,22,1,37,173,0
Benton,15 Springtown Church of Christ,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,73,17,1,4,51,0
Benton,16 Robinson Community Building,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,27,1,1,4,21,0
Benton,17 Logan Community Building,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,40,3,0,5,32,0
Benton,18 Cave Springs Community Building,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,387,1,5,54,325,2
Benton,19 Highfill Town Hall,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,66,4,2,4,56,0
Benton,20 Vaughn Presbyterian Church,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,201,20,1,37,143,0
Benton,21 St. Bernards Catholic Church,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,195,4,4,61,126,0
Benton,22 New Life Christian Center,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,598,7,3,135,453,0
Benton,23 Hiwasse Fire Station,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,108,9,0,18,81,0
Benton,24 Highlands Church,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,522,75,7,132,308,0
Benton,25 Presbyterian Church of Bella Vista,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,450,6,6,121,317,0
Benton,26 Bella Vista 1st United Methodist Church,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,392,9,5,163,214,1
Benton,27 Bella Vista Christian Church,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,417,9,10,161,237,0
Benton,28 Bella Vista Baptist Church,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,333,23,6,91,213,0
Benton,29 St. Theodores Episcopal Church,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,343,26,2,100,215,0
Benton,30 VFW Post 9063,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,516,26,11,189,290,0
Benton,31 Bella Vista Church of Christ,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,158,2,1,48,107,0
Benton,32 Bentonville 1st Presbyterian Church,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,646,37,0,259,349,1
Benton,33 Pea Ridge Emergency Services Building,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,412,47,1,81,283,0
Benton,34 BentonvilleChurch of Christ,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,722,3,14,306,399,0
Benton,35 Cornorstone Assembly of God,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,124,9,0,36,79,0
Benton,36 1st Assembly of God Church,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,469,5,6,172,285,1
Benton,37 Bentonville First Baptist Church,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,297,10,4,112,171,0
Benton,38 Hope Church of Northwest Arkansas,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,271,19,9,121,122,0
Benton,39 Oakley Chapel United Methodist Church,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,125,1,3,41,80,0
Benton,40 Central United Methodist Church,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,306,8,5,103,189,1
Benton,41 Little Flock City Hall,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,202,8,3,35,156,0
Benton,42 Grace Lutheran Church,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,180,25,0,32,122,1
Benton,43 Rogers 1st Church of the Nazarene,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,429,8,2,135,284,0
Benton,44 Holy Trinity Lutheran Church,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,90,5,2,26,57,0
Benton,45 Bland Chapel (Rocky Branch),State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,158,29,2,72,55,0
Benton,46 Colonial Baptist Church,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,101,2,3,20,76,0
Benton,47 Charity Baptist Church,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,390,1,5,87,297,0
Benton,48 Bethel Heights City Hall,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,256,5,5,32,214,0
Benton,49 Lowell First Baptist Church,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,233,57,2,29,145,0
Benton,50 Faith Christian Fellowship Church,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,133,12,2,35,84,0
Benton,51 War Eagle Mill,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,119,16,2,30,71,0
Benton,52 First United Pentecostal Church,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,173,22,0,40,111,0
Benton,53 Rogers 1st United Methodist Church,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,260,4,2,118,136,0
Benton,54 1st Christian of Rogers,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,127,0,2,39,86,0
Benton,55 Southside Church of Christ,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,184,8,2,52,120,2
Benton,56 Rogers Christian Church,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,294,42,8,93,150,1
Benton,57 Hickory Creek Fire Station,State Supreme Court Associate Justice Position 4,,,Court of Appeals Judge Jo Hart,100,21,2,5,72,0
Benton,01 Gravette Civic Center,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,262,23,4,33,202,0
Benton,02 Sulphur Springs Community Building,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,41,14,0,1,26,0
Benton,03 Monte Ne Baptist Church,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,187,40,0,43,104,0
Benton,04 Decatur Municipal Building,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,112,39,0,16,57,0
Benton,05 Prairie Creek Community Center,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,373,28,2,144,199,0
Benton,06 Gentry Methodist Church,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,138,1,2,22,113,0
Benton,07 Total Life Community Center,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,72,3,0,17,52,0
Benton,08 1st Christian - Siloam,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,135,0,3,36,96,0
Benton,09 Siloam Springs Community Building,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,231,31,1,82,117,0
Benton,10 Heritage Missionary Baptist Church,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,100,22,2,34,42,0
Benton,11 St. Marys Catholic Church,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,232,25,1,57,149,0
Benton,12 Avoca Town Hall,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,129,14,0,19,96,0
Benton,13 Lost Bridge Village Community Building,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,157,16,0,14,127,0
Benton,14 Garfield 1st Baptist Church,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,165,24,0,24,117,0
Benton,15 Springtown Church of Christ,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,53,9,0,4,40,0
Benton,16 Robinson Community Building,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,23,1,2,4,16,0
Benton,17 Logan Community Building,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,30,2,0,5,23,0
Benton,18 Cave Springs Community Building,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,266,2,2,44,218,0
Benton,19 Highfill Town Hall,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,38,3,2,2,31,0
Benton,20 Vaughn Presbyterian Church,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,141,11,1,29,100,0
Benton,21 St. Bernards Catholic Church,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,157,3,4,42,108,0
Benton,22 New Life Christian Center,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,432,6,3,101,322,0
Benton,23 Hiwasse Fire Station,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,74,2,0,11,61,0
Benton,24 Highlands Church,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,456,68,3,100,285,0
Benton,25 Presbyterian Church of Bella Vista,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,369,8,9,95,257,0
Benton,26 Bella Vista 1st United Methodist Church,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,330,8,4,128,189,1
Benton,27 Bella Vista Christian Church,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,309,5,3,113,188,0
Benton,28 Bella Vista Baptist Church,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,235,17,3,64,151,0
Benton,29 St. Theodores Episcopal Church,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,285,22,1,84,178,0
Benton,30 VFW Post 9063,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,381,18,9,117,237,0
Benton,31 Bella Vista Church of Christ,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,98,2,1,27,68,0
Benton,32 Bentonville 1st Presbyterian Church,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,470,31,3,176,258,2
Benton,33 Pea Ridge Emergency Services Building,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,287,26,0,48,213,0
Benton,34 BentonvilleChurch of Christ,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,495,1,6,202,286,0
Benton,35 Cornorstone Assembly of God,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,92,6,0,21,65,0
Benton,36 1st Assembly of God Church,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,337,5,2,132,197,1
Benton,37 Bentonville First Baptist Church,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,214,10,4,75,125,0
Benton,38 Hope Church of Northwest Arkansas,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,182,13,4,82,83,0
Benton,39 Oakley Chapel United Methodist Church,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,113,1,2,31,79,0
Benton,40 Central United Methodist Church,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,223,6,2,58,156,1
Benton,41 Little Flock City Hall,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,124,8,2,24,90,0
Benton,42 Grace Lutheran Church,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,132,14,1,24,92,1
Benton,43 Rogers 1st Church of the Nazarene,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,336,3,2,93,238,0
Benton,44 Holy Trinity Lutheran Church,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,64,0,0,16,48,0
Benton,45 Bland Chapel (Rocky Branch),Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,115,27,1,47,40,0
Benton,46 Colonial Baptist Church,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,85,2,2,18,63,0
Benton,47 Charity Baptist Church,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,300,1,1,69,229,0
Benton,48 Bethel Heights City Hall,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,186,0,0,21,165,0
Benton,49 Lowell First Baptist Church,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,158,40,1,22,95,0
Benton,50 Faith Christian Fellowship Church,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,110,8,0,23,79,0
Benton,51 War Eagle Mill,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,95,14,0,23,58,0
Benton,52 First United Pentecostal Church,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,153,24,1,32,96,0
Benton,53 Rogers 1st United Methodist Church,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,214,5,1,94,114,0
Benton,54 1st Christian of Rogers,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,108,0,1,38,69,0
Benton,55 Southside Church of Christ,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,149,6,2,41,99,1
Benton,56 Rogers Christian Church,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,238,23,6,79,129,1
Benton,57 Hickory Creek Fire Station,Court of Appeals Associate Judge District 3, Position 2,,Niki Cung,69,15,1,4,49,0
Benton,01 Gravette Civic Center,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,335,40,6,33,256,0
Benton,02 Sulphur Springs Community Building,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,65,16,0,6,43,0
Benton,03 Monte Ne Baptist Church,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,224,37,3,69,114,1
Benton,04 Decatur Municipal Building,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,118,25,0,9,84,0
Benton,05 Prairie Creek Community Center,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,375,26,3,180,166,0
Benton,06 Gentry Methodist Church,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,162,1,0,13,148,0
Benton,07 Total Life Community Center,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,86,3,1,30,52,0
Benton,08 1st Christian - Siloam,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,113,1,0,26,86,0
Benton,09 Siloam Springs Community Building,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,216,32,1,75,108,0
Benton,10 Heritage Missionary Baptist Church,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,112,47,2,28,35,0
Benton,11 St. Marys Catholic Church,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,293,34,5,102,152,0
Benton,12 Avoca Town Hall,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,186,24,3,35,124,0
Benton,13 Lost Bridge Village Community Building,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,91,4,2,21,64,0
Benton,14 Garfield 1st Baptist Church,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,197,19,3,27,148,0
Benton,15 Springtown Church of Christ,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,58,9,1,4,44,0
Benton,16 Robinson Community Building,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,17,0,0,3,14,0
Benton,17 Logan Community Building,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,30,2,0,5,23,0
Benton,18 Cave Springs Community Building,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,355,1,4,61,287,2
Benton,19 Highfill Town Hall,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,50,1,0,3,46,0
Benton,20 Vaughn Presbyterian Church,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,136,13,0,24,99,0
Benton,21 St. Bernards Catholic Church,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,148,1,2,54,91,0
Benton,22 New Life Christian Center,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,427,3,3,100,321,0
Benton,23 Hiwasse Fire Station,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,97,7,0,13,77,0
Benton,24 Highlands Church,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,406,61,6,88,251,0
Benton,25 Presbyterian Church of Bella Vista,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,357,3,4,112,238,0
Benton,26 Bella Vista 1st United Methodist Church,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,306,9,4,119,174,0
Benton,27 Bella Vista Christian Church,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,376,8,6,133,229,0
Benton,28 Bella Vista Baptist Church,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,274,26,4,83,161,0
Benton,29 St. Theodores Episcopal Church,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,279,32,1,75,171,0
Benton,30 VFW Post 9063,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,406,17,5,158,226,0
Benton,31 Bella Vista Church of Christ,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,140,6,2,39,93,0
Benton,32 Bentonville 1st Presbyterian Church,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,454,32,2,199,221,0
Benton,33 Pea Ridge Emergency Services Building,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,377,41,2,72,262,0
Benton,34 BentonvilleChurch of Christ,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,539,4,11,225,299,0
Benton,35 Cornorstone Assembly of God,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,120,6,0,34,80,0
Benton,36 1st Assembly of God Church,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,369,3,1,132,232,1
Benton,37 Bentonville First Baptist Church,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,213,4,0,90,119,0
Benton,38 Hope Church of Northwest Arkansas,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,251,19,7,105,120,0
Benton,39 Oakley Chapel United Methodist Church,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,89,2,2,21,64,0
Benton,40 Central United Methodist Church,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,254,4,3,81,166,0
Benton,41 Little Flock City Hall,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,182,11,1,34,136,0
Benton,42 Grace Lutheran Church,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,155,18,0,40,97,0
Benton,43 Rogers 1st Church of the Nazarene,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,390,9,2,117,262,0
Benton,44 Holy Trinity Lutheran Church,Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,72,7,3,16,46,0
Benton,45 Bland Chapel (Rocky Branch),Court of Appeals Associate Judge District 3, Position 2,,Kenneth Hixson,157,31,0,68,58,0
