county,precinct,office,district,party,candidate,votes,election_day,early_voting,election_day_paper,absentee,early_vote_paper
Stone,Red Doors,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,294,96,129,54,4,11
Stone,Ben 01,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,64,43,4,16,1,0
Stone,Ben 02,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,10,4,3,3,0,0
Stone,Northeast,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,121,34,68,11,0,8
Stone,Arbanna,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,41,5,23,10,1,2
Stone,East Out,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,21,3,16,1,1,0
Stone,Ward 1,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,76,18,47,3,2,6
Stone,Ward 2,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,52,10,33,4,2,3
Stone,Ward 3,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,57,4,39,7,1,6
Stone,West Out,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,25,5,13,4,0,3
Stone,Dodd Mountain,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,65,13,31,13,2,6
Stone,Bethany,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,39,12,14,9,2,2
Stone,Angora Mountain,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,13,0,2,11,0,0
Stone,Pleasant Grove,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,65,23,16,25,1,0
Stone,Foothills,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,96,25,47,13,3,8
Stone,Liberty,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,16,4,6,3,1,2
Stone,Northwest,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,33,9,14,10,0,0
Stone,Old Lexington,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,4,4,0,0,0,0
Stone,Fox,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,79,39,27,8,2,3
Stone,Red Doors,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,117,22,65,18,4,8
Stone,Ben 01,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,17,13,1,3,0,0
Stone,Ben 02,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,0,0,0,0,0,0
Stone,Northeast,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,AGAINST,22,3,15,2,0,2
Stone,Arbanna,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,106,21,49,28,4,4
Stone,East Out,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,89,17,60,10,0,2
Stone,Ward 1,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,163,42,107,5,4,5
Stone,Ward 2,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,149,51,84,6,2,6
Stone,Ward 3,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,135,22,90,15,3,5
Stone,West Out,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,78,17,53,5,1,2
Stone,Dodd Mountain,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,154,43,61,39,1,10
Stone,Bethany,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,77,20,32,22,2,1
Stone,Angora Mountain,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,22,0,2,20,0,0
Stone,Pleasant Grove,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,146,75,53,17,1,0
Stone,Foothills,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,248,77,127,30,3,11
Stone,Liberty,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,44,9,24,7,1,3
Stone,Northwest,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,92,37,40,12,1,2
Stone,Old Lexington,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,25,23,1,0,1,0
Stone,Fox,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,169,85,59,21,1,3
Stone,Red Doors,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,179,48,100,22,5,4
Stone,Ben 01,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,34,23,3,8,0,0
Stone,Ben 02,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,1,0,1,0,0,0
Stone,Northeast,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,FOR,65,20,35,7,0,3
Stone,Arbanna,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,112,21,54,34,2,1
Stone,East Out,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,64,14,43,3,1,3
Stone,Ward 1,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,235,62,134,17,2,20
Stone,Ward 2,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,136,36,79,7,4,10
Stone,Ward 3,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,154,29,96,12,0,17
Stone,West Out,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,71,17,36,12,0,6
Stone,Dodd Mountain,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,184,44,96,36,1,7
Stone,Bethany,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,120,43,35,37,1,4
Stone,Angora Mountain,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,18,0,4,14,0,0
Stone,Pleasant Grove,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,170,74,43,48,2,3
Stone,Foothills,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,300,72,157,43,4,24
Stone,Liberty,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,53,15,24,11,0,3
Stone,Northwest,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,111,32,54,20,1,4
Stone,Old Lexington,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,12,10,1,1,0,0
Stone,Fox,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,231,102,84,35,3,7
Stone,Red Doors,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,241,75,96,52,3,15
Stone,Ben 01,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,48,34,2,11,1,0
Stone,Ben 02,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,10,4,3,3,0,0
Stone,Northeast,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),NON,AGAINST,80,18,49,6,0,7
Stone,Arbanna,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,150,30,74,36,5,5
Stone,East Out,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,100,18,65,12,1,4
Stone,Ward 1,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,254,57,159,17,4,17
Stone,Ward 2,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,201,63,109,8,6,15
Stone,Ward 3,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,207,36,132,21,1,17
Stone,West Out,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,96,18,66,10,1,1
Stone,Dodd Mountain,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,224,51,109,50,2,12
Stone,Bethany,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,121,35,39,40,2,5
Stone,Angora Mountain,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,30,0,4,26,0,0
Stone,Pleasant Grove,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,202,93,56,51,2,0
Stone,Foothills,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,332,87,171,55,5,14
Stone,Liberty,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,64,16,32,10,1,5
Stone,Northwest,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,126,47,53,22,1,3
Stone,Old Lexington,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,29,26,2,0,1,0
Stone,Fox,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,284,127,99,44,4,10
Stone,Red Doors,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,251,66,130,41,5,9
Stone,Ben 01,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,39,29,2,7,1,0
Stone,Ben 02,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,7,3,2,2,0,0
Stone,Northeast,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,FOR,91,23,56,8,0,4
Stone,Arbanna,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,70,12,30,26,1,1
Stone,East Out,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,52,13,37,2,0,0
Stone,Ward 1,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,151,49,86,5,2,9
Stone,Ward 2,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,88,29,52,5,0,2
Stone,Ward 3,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,90,17,58,7,2,6
Stone,West Out,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,54,16,23,8,0,7
Stone,Dodd Mountain,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,120,36,52,27,0,5
Stone,Bethany,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,79,29,28,21,1,0
Stone,Angora Mountain,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,12,0,2,10,0,0
Stone,Pleasant Grove,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,117,58,41,14,1,3
Stone,Foothills,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,223,62,117,21,2,21
Stone,Liberty,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,34,8,16,9,0,1
Stone,Northwest,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,77,22,42,9,1,3
Stone,Old Lexington,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,7,6,0,1,0,0
Stone,Fox,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,127,64,50,13,0,0
Stone,Red Doors,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,172,60,69,30,3,10
Stone,Ben 01,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,43,28,3,12,0,0
Stone,Ben 02,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,5,1,2,2,0,0
Stone,Northeast,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,NON,AGAINST,56,16,29,5,0,6
