county,precinct,office,district,party,candidate,votes,election_day,absentee,early_vote_horseshoe_bend,provisional,early_vote_ozarka
Izard,GUION CITY,Secretary of State,,DEM,Susan Inman,4,2,0,0,0,2
Izard,GUION RURAL,Secretary of State,,DEM,Susan Inman,3,3,0,0,0,0
Izard,HORSESHOE BEND RURAL,Secretary of State,,DEM,Susan Inman,2,0,0,0,0,2
Izard,HORSESHOE BEND - WARD 1,Secretary of State,,DEM,Susan Inman,30,12,0,11,0,7
Izard,HORSESHOE BEND - WARD 2,Secretary of State,,DEM,Susan Inman,61,29,7,15,0,10
Izard,HORSESHOE BEND - WARD 3,Secretary of State,,DEM,Susan Inman,52,19,1,18,0,14
Izard,HORSESHOE BEND - WARD 4,Secretary of State,,DEM,Susan Inman,62,22,5,18,0,17
Izard,KNOB CREEK,Secretary of State,,DEM,Susan Inman,5,3,0,0,0,2
Izard,LACROSSE,Secretary of State,,DEM,Susan Inman,15,3,0,0,0,12
Izard,LAFFERTY,Secretary of State,,DEM,Susan Inman,2,2,0,0,0,0
Izard,LARKIN,Secretary of State,,DEM,Susan Inman,9,2,0,0,0,7
Izard,MELBOURNE RURAL,Secretary of State,,DEM,Susan Inman,40,10,3,0,0,27
Izard,MELBOURNE - WARD 1,Secretary of State,,DEM,Susan Inman,59,16,1,0,1,41
Izard,MELBOURNE - WARD 2,Secretary of State,,DEM,Susan Inman,34,8,1,0,0,25
Izard,MELBOURNE - WARD 3,Secretary of State,,DEM,Susan Inman,29,10,2,0,0,17
Izard,MELBOURNE - WARD 4,Secretary of State,,DEM,Susan Inman,49,13,0,0,0,36
Izard,MOUNT PLEASANT CITY,Secretary of State,,DEM,Susan Inman,34,17,0,0,0,17
Izard,MOUNT PLEASANT RURAL,Secretary of State,,DEM,Susan Inman,28,20,0,0,0,8
Izard,MYRON,Secretary of State,,DEM,Susan Inman,17,13,0,1,0,3
Izard,NEWBURG,Secretary of State,,DEM,Susan Inman,17,7,0,0,0,10
Izard,OXFORD CITY,Secretary of State,,DEM,Susan Inman,52,37,4,0,0,11
Izard,OXFORD CITY IN BROCKWELL,Secretary of State,,DEM,Susan Inman,2,0,0,0,0,2
Izard,OXFORD RURAL,Secretary of State,,DEM,Susan Inman,8,4,0,0,0,4
Izard,PINEVILLE CITY,Secretary of State,,DEM,Susan Inman,23,22,0,0,0,1
Izard,PINEVILLE RURAL,Secretary of State,,DEM,Susan Inman,24,21,1,0,0,2
Izard,SAGE,Secretary of State,,DEM,Susan Inman,36,9,0,0,0,27
Izard,SAGE IN MELBOURNE WARD 4,Secretary of State,,DEM,Susan Inman,4,1,0,0,0,3
Izard,STRAWBERRY,Secretary of State,,DEM,Susan Inman,17,8,1,0,0,8
Izard,SYLAMORE,Secretary of State,,DEM,Susan Inman,17,5,2,0,0,10
Izard,TWIN CREEK,Secretary of State,,DEM,Susan Inman,17,11,1,0,0,5
Izard,VIOLET HILL,Secretary of State,,DEM,Susan Inman,23,11,1,0,0,11
Izard,WIDEMAN,Secretary of State,,DEM,Susan Inman,7,4,0,0,0,3
Izard,WISEMAN,Secretary of State,,DEM,Susan Inman,8,7,0,1,0,0
Izard,ZION,Secretary of State,,DEM,Susan Inman,26,13,0,0,0,13
Izard,BIG SPRING,Secretary of State,,REP,John Thurston Commissioner of State Lands,57,31,0,0,0,26
Izard,BOSWELL,Secretary of State,,REP,John Thurston Commissioner of State Lands,52,25,1,0,0,26
Izard,BROCKWELL,Secretary of State,,REP,John Thurston Commissioner of State Lands,90,51,0,0,0,39
Izard,CALICO ROCK RURAL,Secretary of State,,REP,John Thurston Commissioner of State Lands,101,68,9,0,0,24
Izard,CALICO ROCK - WARD 1,Secretary of State,,REP,John Thurston Commissioner of State Lands,35,26,1,0,0,8
Izard,CALICO ROCK - WARD 2,Secretary of State,,REP,John Thurston Commissioner of State Lands,94,72,5,0,0,17
Izard,CALICO ROCK - WARD 3,Secretary of State,,REP,John Thurston Commissioner of State Lands,75,52,0,0,1,22
Izard,CALICO ROCK - WARD 4,Secretary of State,,REP,John Thurston Commissioner of State Lands,63,49,2,0,0,12
Izard,CLAIBORNE,Secretary of State,,REP,John Thurston Commissioner of State Lands,28,21,2,0,0,5
Izard,DOLPH,Secretary of State,,REP,John Thurston Commissioner of State Lands,54,52,0,0,0,2
Izard,FRANKLIN CITY,Secretary of State,,REP,John Thurston Commissioner of State Lands,63,56,0,0,0,7
Izard,FRANKLIN RURAL,Secretary of State,,REP,John Thurston Commissioner of State Lands,39,28,0,2,0,9
Izard,GID,Secretary of State,,REP,John Thurston Commissioner of State Lands,73,45,2,0,0,26
Izard,GUION CITY,Secretary of State,,REP,John Thurston Commissioner of State Lands,24,12,2,0,0,10
Izard,GUION RURAL,Secretary of State,,REP,John Thurston Commissioner of State Lands,6,3,0,0,0,3
Izard,HORSESHOE BEND RURAL,Secretary of State,,REP,John Thurston Commissioner of State Lands,11,10,0,0,0,1
Izard,HORSESHOE BEND - WARD 1,Secretary of State,,REP,John Thurston Commissioner of State Lands,50,28,0,17,0,5
Izard,HORSESHOE BEND - WARD 2,Secretary of State,,REP,John Thurston Commissioner of State Lands,177,91,6,60,0,20
Izard,HORSESHOE BEND - WARD 3,Secretary of State,,REP,John Thurston Commissioner of State Lands,113,58,3,41,0,11
Izard,HORSESHOE BEND - WARD 4,Secretary of State,,REP,John Thurston Commissioner of State Lands,205,75,3,92,0,35
Izard,KNOB CREEK,Secretary of State,,REP,John Thurston Commissioner of State Lands,18,6,0,0,0,12
Izard,LACROSSE,Secretary of State,,REP,John Thurston Commissioner of State Lands,45,16,0,0,0,29
Izard,LAFFERTY,Secretary of State,,REP,John Thurston Commissioner of State Lands,12,6,1,0,0,5
Izard,LARKIN,Secretary of State,,REP,John Thurston Commissioner of State Lands,24,11,0,0,0,13
Izard,MELBOURNE RURAL,Secretary of State,,REP,John Thurston Commissioner of State Lands,118,49,10,0,0,59
Izard,MELBOURNE - WARD 1,Secretary of State,,REP,John Thurston Commissioner of State Lands,111,30,1,0,1,79
Izard,MELBOURNE - WARD 2,Secretary of State,,REP,John Thurston Commissioner of State Lands,101,22,4,0,0,75
Izard,MELBOURNE - WARD 3,Secretary of State,,REP,John Thurston Commissioner of State Lands,63,14,3,0,0,46
Izard,MELBOURNE - WARD 4,Secretary of State,,REP,John Thurston Commissioner of State Lands,167,50,3,0,0,114
Izard,MOUNT PLEASANT CITY,Secretary of State,,REP,John Thurston Commissioner of State Lands,127,74,0,0,0,53
Izard,MOUNT PLEASANT RURAL,Secretary of State,,REP,John Thurston Commissioner of State Lands,113,72,0,0,1,40
Izard,MYRON,Secretary of State,,REP,John Thurston Commissioner of State Lands,28,22,0,0,0,6
Izard,NEWBURG,Secretary of State,,REP,John Thurston Commissioner of State Lands,52,21,0,0,0,31
Izard,OXFORD CITY,Secretary of State,,REP,John Thurston Commissioner of State Lands,166,110,5,0,0,51
Izard,OXFORD CITY IN BROCKWELL,Secretary of State,,REP,John Thurston Commissioner of State Lands,2,1,0,0,0,1
Izard,OXFORD RURAL,Secretary of State,,REP,John Thurston Commissioner of State Lands,39,27,0,0,0,12
Izard,PINEVILLE CITY,Secretary of State,,REP,John Thurston Commissioner of State Lands,46,41,0,0,0,5
Izard,PINEVILLE RURAL,Secretary of State,,REP,John Thurston Commissioner of State Lands,81,71,2,0,0,8
Izard,SAGE,Secretary of State,,REP,John Thurston Commissioner of State Lands,109,31,3,0,0,75
Izard,SAGE IN MELBOURNE WARD 4,Secretary of State,,REP,John Thurston Commissioner of State Lands,2,0,0,0,0,2
Izard,STRAWBERRY,Secretary of State,,REP,John Thurston Commissioner of State Lands,38,26,1,0,0,11
Izard,SYLAMORE,Secretary of State,,REP,John Thurston Commissioner of State Lands,79,35,3,0,0,41
Izard,TWIN CREEK,Secretary of State,,REP,John Thurston Commissioner of State Lands,32,18,0,0,1,13
Izard,VIOLET HILL,Secretary of State,,REP,John Thurston Commissioner of State Lands,108,47,3,0,0,58
Izard,WIDEMAN,Secretary of State,,REP,John Thurston Commissioner of State Lands,25,10,2,0,0,13
Izard,WISEMAN,Secretary of State,,REP,John Thurston Commissioner of State Lands,30,24,0,0,0,6
Izard,ZION,Secretary of State,,REP,John Thurston Commissioner of State Lands,115,79,1,0,2,33
Izard,BIG SPRING,Secretary of State,,LIB,Christopher Olson,3,2,0,0,0,1
Izard,BOSWELL,Secretary of State,,LIB,Christopher Olson,5,3,0,0,0,2
Izard,BROCKWELL,Secretary of State,,LIB,Christopher Olson,4,4,0,0,0,0
Izard,CALICO ROCK RURAL,Secretary of State,,LIB,Christopher Olson,3,2,0,0,0,1
Izard,CALICO ROCK - WARD 1,Secretary of State,,LIB,Christopher Olson,1,1,0,0,0,0
Izard,CALICO ROCK - WARD 2,Secretary of State,,LIB,Christopher Olson,8,7,0,0,0,1
Izard,CALICO ROCK - WARD 3,Secretary of State,,LIB,Christopher Olson,3,3,0,0,0,0
Izard,CALICO ROCK - WARD 4,Secretary of State,,LIB,Christopher Olson,1,1,0,0,0,0
Izard,CLAIBORNE,Secretary of State,,LIB,Christopher Olson,4,2,0,0,0,2
Izard,DOLPH,Secretary of State,,LIB,Christopher Olson,1,1,0,0,0,0
Izard,FRANKLIN CITY,Secretary of State,,LIB,Christopher Olson,2,1,0,0,0,1
Izard,FRANKLIN RURAL,Secretary of State,,LIB,Christopher Olson,0,0,0,0,0,0
Izard,GID,Secretary of State,,LIB,Christopher Olson,5,4,0,0,0,1
Izard,GUION CITY,Secretary of State,,LIB,Christopher Olson,1,1,0,0,0,0
Izard,GUION RURAL,Secretary of State,,LIB,Christopher Olson,1,1,0,0,0,0
Izard,HORSESHOE BEND RURAL,Secretary of State,,LIB,Christopher Olson,0,0,0,0,0,0
Izard,HORSESHOE BEND - WARD 1,Secretary of State,,LIB,Christopher Olson,3,2,0,1,0,0
Izard,HORSESHOE BEND - WARD 2,Secretary of State,,LIB,Christopher Olson,7,3,0,4,0,0
Izard,HORSESHOE BEND - WARD 3,Secretary of State,,LIB,Christopher Olson,7,3,0,4,0,0
Izard,HORSESHOE BEND - WARD 4,Secretary of State,,LIB,Christopher Olson,2,2,0,0,0,0
Izard,KNOB CREEK,Secretary of State,,LIB,Christopher Olson,2,2,0,0,0,0
Izard,LACROSSE,Secretary of State,,LIB,Christopher Olson,2,1,0,0,0,1
Izard,LAFFERTY,Secretary of State,,LIB,Christopher Olson,1,1,0,0,0,0
Izard,LARKIN,Secretary of State,,LIB,Christopher Olson,1,0,0,0,0,1
Izard,MELBOURNE RURAL,Secretary of State,,LIB,Christopher Olson,4,2,0,0,0,2
Izard,MELBOURNE - WARD 1,Secretary of State,,LIB,Christopher Olson,5,1,0,0,0,4
Izard,MELBOURNE - WARD 2,Secretary of State,,LIB,Christopher Olson,2,1,0,0,0,1
Izard,MELBOURNE - WARD 3,Secretary of State,,LIB,Christopher Olson,3,1,0,0,0,2
Izard,MELBOURNE - WARD 4,Secretary of State,,LIB,Christopher Olson,4,1,0,0,0,3
Izard,MOUNT PLEASANT CITY,Secretary of State,,LIB,Christopher Olson,3,2,0,0,0,1
Izard,MOUNT PLEASANT RURAL,Secretary of State,,LIB,Christopher Olson,5,5,0,0,0,0
Izard,MYRON,Secretary of State,,LIB,Christopher Olson,0,0,0,0,0,0
Izard,NEWBURG,Secretary of State,,LIB,Christopher Olson,1,1,0,0,0,0
Izard,OXFORD CITY,Secretary of State,,LIB,Christopher Olson,4,2,1,0,0,1
Izard,OXFORD CITY IN BROCKWELL,Secretary of State,,LIB,Christopher Olson,0,0,0,0,0,0
Izard,OXFORD RURAL,Secretary of State,,LIB,Christopher Olson,2,1,0,0,0,1
Izard,PINEVILLE CITY,Secretary of State,,LIB,Christopher Olson,1,1,0,0,0,0
Izard,PINEVILLE RURAL,Secretary of State,,LIB,Christopher Olson,1,1,0,0,0,0
Izard,SAGE,Secretary of State,,LIB,Christopher Olson,7,2,0,0,0,5
Izard,SAGE IN MELBOURNE WARD 4,Secretary of State,,LIB,Christopher Olson,0,0,0,0,0,0
Izard,STRAWBERRY,Secretary of State,,LIB,Christopher Olson,1,1,0,0,0,0
Izard,SYLAMORE,Secretary of State,,LIB,Christopher Olson,1,1,0,0,0,0
Izard,TWIN CREEK,Secretary of State,,LIB,Christopher Olson,1,0,0,0,0,1
Izard,VIOLET HILL,Secretary of State,,LIB,Christopher Olson,1,0,0,0,0,1
Izard,WIDEMAN,Secretary of State,,LIB,Christopher Olson,1,1,0,0,0,0
Izard,WISEMAN,Secretary of State,,LIB,Christopher Olson,1,1,0,0,0,0
Izard,ZION,Secretary of State,,LIB,Christopher Olson,5,3,0,0,0,2
Izard,BIG SPRING,State Treasurer,,REP,Treasurer of State Dennis Milligan,65,32,0,0,0,33
Izard,BOSWELL,State Treasurer,,REP,Treasurer of State Dennis Milligan,58,30,1,0,0,27
Izard,BROCKWELL,State Treasurer,,REP,Treasurer of State Dennis Milligan,103,59,2,0,0,42
Izard,CALICO ROCK RURAL,State Treasurer,,REP,Treasurer of State Dennis Milligan,110,75,11,0,0,24
Izard,CALICO ROCK - WARD 1,State Treasurer,,REP,Treasurer of State Dennis Milligan,37,27,1,0,0,9
Izard,CALICO ROCK - WARD 2,State Treasurer,,REP,Treasurer of State Dennis Milligan,107,82,5,0,0,20
Izard,CALICO ROCK - WARD 3,State Treasurer,,REP,Treasurer of State Dennis Milligan,84,58,0,0,1,25
Izard,CALICO ROCK - WARD 4,State Treasurer,,REP,Treasurer of State Dennis Milligan,67,52,2,0,0,13
Izard,CLAIBORNE,State Treasurer,,REP,Treasurer of State Dennis Milligan,32,25,2,0,0,5
Izard,DOLPH,State Treasurer,,REP,Treasurer of State Dennis Milligan,60,58,0,0,0,2
Izard,FRANKLIN CITY,State Treasurer,,REP,Treasurer of State Dennis Milligan,69,61,0,0,0,8
Izard,FRANKLIN RURAL,State Treasurer,,REP,Treasurer of State Dennis Milligan,44,33,0,2,0,9
Izard,GID,State Treasurer,,REP,Treasurer of State Dennis Milligan,81,49,2,0,0,30
Izard,GUION CITY,State Treasurer,,REP,Treasurer of State Dennis Milligan,26,13,2,0,0,11
Izard,GUION RURAL,State Treasurer,,REP,Treasurer of State Dennis Milligan,8,5,0,0,0,3
Izard,HORSESHOE BEND RURAL,State Treasurer,,REP,Treasurer of State Dennis Milligan,10,10,0,0,0,0
Izard,HORSESHOE BEND - WARD 1,State Treasurer,,REP,Treasurer of State Dennis Milligan,59,31,0,22,0,6
Izard,HORSESHOE BEND - WARD 2,State Treasurer,,REP,Treasurer of State Dennis Milligan,198,98,9,63,0,28
Izard,HORSESHOE BEND - WARD 3,State Treasurer,,REP,Treasurer of State Dennis Milligan,133,63,4,48,0,18
Izard,HORSESHOE BEND - WARD 4,State Treasurer,,REP,Treasurer of State Dennis Milligan,229,85,4,99,0,41
Izard,KNOB CREEK,State Treasurer,,REP,Treasurer of State Dennis Milligan,21,8,0,0,0,13
Izard,LACROSSE,State Treasurer,,REP,Treasurer of State Dennis Milligan,45,15,0,0,0,30
Izard,LAFFERTY,State Treasurer,,REP,Treasurer of State Dennis Milligan,13,7,1,0,0,5
Izard,LARKIN,State Treasurer,,REP,Treasurer of State Dennis Milligan,30,13,0,0,0,17
Izard,MELBOURNE RURAL,State Treasurer,,REP,Treasurer of State Dennis Milligan,137,52,11,0,0,74
Izard,MELBOURNE - WARD 1,State Treasurer,,REP,Treasurer of State Dennis Milligan,140,38,2,0,1,99
Izard,MELBOURNE - WARD 2,State Treasurer,,REP,Treasurer of State Dennis Milligan,120,26,4,0,0,90
Izard,MELBOURNE - WARD 3,State Treasurer,,REP,Treasurer of State Dennis Milligan,78,19,2,0,0,57
Izard,MELBOURNE - WARD 4,State Treasurer,,REP,Treasurer of State Dennis Milligan,187,59,3,0,0,125
Izard,MOUNT PLEASANT CITY,State Treasurer,,REP,Treasurer of State Dennis Milligan,144,83,0,0,0,61
Izard,MOUNT PLEASANT RURAL,State Treasurer,,REP,Treasurer of State Dennis Milligan,127,82,0,0,1,44
Izard,MYRON,State Treasurer,,REP,Treasurer of State Dennis Milligan,35,28,0,0,0,7
Izard,NEWBURG,State Treasurer,,REP,Treasurer of State Dennis Milligan,59,22,0,0,0,37
Izard,OXFORD CITY,State Treasurer,,REP,Treasurer of State Dennis Milligan,187,130,6,0,0,51
Izard,OXFORD CITY IN BROCKWELL,State Treasurer,,REP,Treasurer of State Dennis Milligan,4,1,0,0,0,3
Izard,OXFORD RURAL,State Treasurer,,REP,Treasurer of State Dennis Milligan,39,26,0,0,0,13
Izard,PINEVILLE CITY,State Treasurer,,REP,Treasurer of State Dennis Milligan,57,51,0,0,0,6
Izard,PINEVILLE RURAL,State Treasurer,,REP,Treasurer of State Dennis Milligan,85,73,2,0,0,10
Izard,SAGE,State Treasurer,,REP,Treasurer of State Dennis Milligan,129,37,3,0,0,89
Izard,SAGE IN MELBOURNE WARD 4,State Treasurer,,REP,Treasurer of State Dennis Milligan,4,0,0,0,0,4
Izard,STRAWBERRY,State Treasurer,,REP,Treasurer of State Dennis Milligan,46,30,2,0,0,14
Izard,SYLAMORE,State Treasurer,,REP,Treasurer of State Dennis Milligan,82,35,3,0,0,44
Izard,TWIN CREEK,State Treasurer,,REP,Treasurer of State Dennis Milligan,33,19,0,0,1,13
Izard,VIOLET HILL,State Treasurer,,REP,Treasurer of State Dennis Milligan,114,50,4,0,0,60
Izard,WIDEMAN,State Treasurer,,REP,Treasurer of State Dennis Milligan,30,12,2,0,0,16
Izard,WISEMAN,State Treasurer,,REP,Treasurer of State Dennis Milligan,35,28,0,1,0,6
Izard,ZION,State Treasurer,,REP,Treasurer of State Dennis Milligan,124,83,1,0,2,38
Izard,BIG SPRING,State Treasurer,,LIB,Ashley Ewald,16,5,0,0,0,11
Izard,BOSWELL,State Treasurer,,LIB,Ashley Ewald,12,8,0,0,0,4
Izard,BROCKWELL,State Treasurer,,LIB,Ashley Ewald,21,14,0,0,0,7
Izard,CALICO ROCK RURAL,State Treasurer,,LIB,Ashley Ewald,18,8,0,0,0,10
Izard,CALICO ROCK - WARD 1,State Treasurer,,LIB,Ashley Ewald,12,9,0,0,0,3
Izard,CALICO ROCK - WARD 2,State Treasurer,,LIB,Ashley Ewald,24,18,2,0,0,4
Izard,CALICO ROCK - WARD 3,State Treasurer,,LIB,Ashley Ewald,17,16,0,0,0,1
Izard,CALICO ROCK - WARD 4,State Treasurer,,LIB,Ashley Ewald,16,13,0,0,0,3
Izard,CLAIBORNE,State Treasurer,,LIB,Ashley Ewald,11,7,0,0,0,4
Izard,DOLPH,State Treasurer,,LIB,Ashley Ewald,13,12,0,0,0,1
Izard,FRANKLIN CITY,State Treasurer,,LIB,Ashley Ewald,10,7,0,0,0,3
Izard,FRANKLIN RURAL,State Treasurer,,LIB,Ashley Ewald,18,14,1,0,0,3
Izard,GID,State Treasurer,,LIB,Ashley Ewald,12,8,0,0,0,4
Izard,GUION CITY,State Treasurer,,LIB,Ashley Ewald,3,2,0,0,0,1
Izard,GUION RURAL,State Treasurer,,LIB,Ashley Ewald,2,2,0,0,0,0
Izard,HORSESHOE BEND RURAL,State Treasurer,,LIB,Ashley Ewald,3,0,0,0,0,3
Izard,HORSESHOE BEND - WARD 1,State Treasurer,,LIB,Ashley Ewald,25,12,0,7,0,6
Izard,HORSESHOE BEND - WARD 2,State Treasurer,,LIB,Ashley Ewald,46,24,4,16,0,2
Izard,HORSESHOE BEND - WARD 3,State Treasurer,,LIB,Ashley Ewald,35,15,0,15,0,5
Izard,HORSESHOE BEND - WARD 4,State Treasurer,,LIB,Ashley Ewald,39,15,4,9,0,11
Izard,KNOB CREEK,State Treasurer,,LIB,Ashley Ewald,4,3,0,0,0,1
Izard,LACROSSE,State Treasurer,,LIB,Ashley Ewald,16,5,0,0,0,11
Izard,LAFFERTY,State Treasurer,,LIB,Ashley Ewald,2,2,0,0,0,0
Izard,LARKIN,State Treasurer,,LIB,Ashley Ewald,3,0,0,0,0,3
Izard,MELBOURNE RURAL,State Treasurer,,LIB,Ashley Ewald,25,9,2,0,0,14
Izard,MELBOURNE - WARD 1,State Treasurer,,LIB,Ashley Ewald,33,8,0,0,1,24
Izard,MELBOURNE - WARD 2,State Treasurer,,LIB,Ashley Ewald,16,5,1,0,0,10
Izard,MELBOURNE - WARD 3,State Treasurer,,LIB,Ashley Ewald,17,6,3,0,0,8
Izard,MELBOURNE - WARD 4,State Treasurer,,LIB,Ashley Ewald,31,5,0,0,0,26
Izard,MOUNT PLEASANT CITY,State Treasurer,,LIB,Ashley Ewald,19,9,0,0,0,10
Izard,MOUNT PLEASANT RURAL,State Treasurer,,LIB,Ashley Ewald,17,13,0,0,0,4
Izard,MYRON,State Treasurer,,LIB,Ashley Ewald,10,7,0,1,0,2
Izard,NEWBURG,State Treasurer,,LIB,Ashley Ewald,9,7,0,0,0,2
Izard,OXFORD CITY,State Treasurer,,LIB,Ashley Ewald,34,18,4,0,0,12
Izard,OXFORD CITY IN BROCKWELL,State Treasurer,,LIB,Ashley Ewald,0,0,0,0,0,0
Izard,OXFORD RURAL,State Treasurer,,LIB,Ashley Ewald,11,7,0,0,0,4
Izard,PINEVILLE CITY,State Treasurer,,LIB,Ashley Ewald,10,10,0,0,0,0
Izard,PINEVILLE RURAL,State Treasurer,,LIB,Ashley Ewald,19,18,1,0,0,0
Izard,SAGE,State Treasurer,,LIB,Ashley Ewald,20,4,0,0,0,16
Izard,SAGE IN MELBOURNE WARD 4,State Treasurer,,LIB,Ashley Ewald,2,1,0,0,0,1
Izard,STRAWBERRY,State Treasurer,,LIB,Ashley Ewald,10,5,0,0,0,5
Izard,SYLAMORE,State Treasurer,,LIB,Ashley Ewald,15,7,2,0,0,6
Izard,TWIN CREEK,State Treasurer,,LIB,Ashley Ewald,16,9,1,0,0,6
Izard,VIOLET HILL,State Treasurer,,LIB,Ashley Ewald,14,6,0,0,0,8
Izard,WIDEMAN,State Treasurer,,LIB,Ashley Ewald,2,2,0,0,0,0
Izard,WISEMAN,State Treasurer,,LIB,Ashley Ewald,1,1,0,0,0,0
Izard,ZION,State Treasurer,,LIB,Ashley Ewald,23,13,0,0,0,10
Izard,BIG SPRING,Auditor of State,,LIB,David E. Dinwiddie,15,5,0,0,0,10
Izard,BOSWELL,Auditor of State,,LIB,David E. Dinwiddie,10,7,0,0,0,3
Izard,BROCKWELL,Auditor of State,,LIB,David E. Dinwiddie,21,14,0,0,0,7
Izard,CALICO ROCK RURAL,Auditor of State,,LIB,David E. Dinwiddie,18,11,0,0,0,7
Izard,CALICO ROCK - WARD 1,Auditor of State,,LIB,David E. Dinwiddie,13,10,0,0,0,3
Izard,CALICO ROCK - WARD 2,Auditor of State,,LIB,David E. Dinwiddie,25,18,2,0,0,5
Izard,CALICO ROCK - WARD 3,Auditor of State,,LIB,David E. Dinwiddie,18,17,0,0,0,1
Izard,CALICO ROCK - WARD 4,Auditor of State,,LIB,David E. Dinwiddie,14,11,0,0,0,3
Izard,CLAIBORNE,Auditor of State,,LIB,David E. Dinwiddie,10,7,0,0,0,3
Izard,DOLPH,Auditor of State,,LIB,David E. Dinwiddie,9,8,0,0,0,1
Izard,FRANKLIN CITY,Auditor of State,,LIB,David E. Dinwiddie,8,7,0,0,0,1
Izard,FRANKLIN RURAL,Auditor of State,,LIB,David E. Dinwiddie,16,12,1,0,0,3
Izard,GID,Auditor of State,,LIB,David E. Dinwiddie,12,8,0,0,0,4
Izard,GUION CITY,Auditor of State,,LIB,David E. Dinwiddie,3,2,0,0,0,1
Izard,GUION RURAL,Auditor of State,,LIB,David E. Dinwiddie,2,2,0,0,0,0
Izard,HORSESHOE BEND RURAL,Auditor of State,,LIB,David E. Dinwiddie,1,0,0,0,0,1
Izard,HORSESHOE BEND - WARD 1,Auditor of State,,LIB,David E. Dinwiddie,25,11,0,8,0,6
Izard,HORSESHOE BEND - WARD 2,Auditor of State,,LIB,David E. Dinwiddie,48,26,3,15,0,4
Izard,HORSESHOE BEND - WARD 3,Auditor of State,,LIB,David E. Dinwiddie,34,15,0,13,0,6
Izard,HORSESHOE BEND - WARD 4,Auditor of State,,LIB,David E. Dinwiddie,41,15,4,9,0,13
Izard,KNOB CREEK,Auditor of State,,LIB,David E. Dinwiddie,2,1,0,0,0,1
Izard,LACROSSE,Auditor of State,,LIB,David E. Dinwiddie,11,3,0,0,0,8
Izard,LAFFERTY,Auditor of State,,LIB,David E. Dinwiddie,2,2,0,0,0,0
Izard,LARKIN,Auditor of State,,LIB,David E. Dinwiddie,4,0,0,0,0,4
Izard,MELBOURNE RURAL,Auditor of State,,LIB,David E. Dinwiddie,26,7,2,0,0,17
Izard,MELBOURNE - WARD 1,Auditor of State,,LIB,David E. Dinwiddie,35,9,0,0,0,26
Izard,MELBOURNE - WARD 2,Auditor of State,,LIB,David E. Dinwiddie,14,5,0,0,0,9
Izard,MELBOURNE - WARD 3,Auditor of State,,LIB,David E. Dinwiddie,11,4,1,0,0,6
Izard,MELBOURNE - WARD 4,Auditor of State,,LIB,David E. Dinwiddie,29,7,0,0,0,22
Izard,MOUNT PLEASANT CITY,Auditor of State,,LIB,David E. Dinwiddie,17,9,0,0,0,8
Izard,MOUNT PLEASANT RURAL,Auditor of State,,LIB,David E. Dinwiddie,19,13,0,0,0,6
Izard,MYRON,Auditor of State,,LIB,David E. Dinwiddie,11,9,0,0,0,2
Izard,NEWBURG,Auditor of State,,LIB,David E. Dinwiddie,8,5,0,0,0,3
Izard,OXFORD CITY,Auditor of State,,LIB,David E. Dinwiddie,34,23,4,0,0,7
Izard,OXFORD CITY IN BROCKWELL,Auditor of State,,LIB,David E. Dinwiddie,0,0,0,0,0,0
Izard,OXFORD RURAL,Auditor of State,,LIB,David E. Dinwiddie,10,5,0,0,0,5
Izard,PINEVILLE CITY,Auditor of State,,LIB,David E. Dinwiddie,10,10,0,0,0,0
Izard,PINEVILLE RURAL,Auditor of State,,LIB,David E. Dinwiddie,19,17,1,0,0,1
Izard,SAGE,Auditor of State,,LIB,David E. Dinwiddie,16,3,0,0,0,13
Izard,SAGE IN MELBOURNE WARD 4,Auditor of State,,LIB,David E. Dinwiddie,2,1,0,0,0,1
Izard,STRAWBERRY,Auditor of State,,LIB,David E. Dinwiddie,11,6,0,0,0,5
Izard,SYLAMORE,Auditor of State,,LIB,David E. Dinwiddie,15,6,2,0,0,7
Izard,TWIN CREEK,Auditor of State,,LIB,David E. Dinwiddie,16,10,1,0,0,5
Izard,VIOLET HILL,Auditor of State,,LIB,David E. Dinwiddie,13,7,0,0,0,6
Izard,WIDEMAN,Auditor of State,,LIB,David E. Dinwiddie,3,2,0,0,0,1
Izard,WISEMAN,Auditor of State,,LIB,David E. Dinwiddie,3,3,0,0,0,0
Izard,ZION,Auditor of State,,LIB,David E. Dinwiddie,22,12,0,0,0,10
Izard,BIG SPRING,Auditor of State,,REP,Auditor Andrea Lea,64,32,0,0,0,32
Izard,BOSWELL,Auditor of State,,REP,Auditor Andrea Lea,60,31,1,0,0,28
Izard,BROCKWELL,Auditor of State,,REP,Auditor Andrea Lea,105,60,2,0,0,43
Izard,CALICO ROCK RURAL,Auditor of State,,REP,Auditor Andrea Lea,109,70,11,0,0,28
Izard,CALICO ROCK - WARD 1,Auditor of State,,REP,Auditor Andrea Lea,35,25,1,0,0,9
Izard,CALICO ROCK - WARD 2,Auditor of State,,REP,Auditor Andrea Lea,105,81,5,0,0,19
Izard,CALICO ROCK - WARD 3,Auditor of State,,REP,Auditor Andrea Lea,85,59,0,0,1,25
Izard,CALICO ROCK - WARD 4,Auditor of State,,REP,Auditor Andrea Lea,68,54,2,0,0,12
Izard,CLAIBORNE,Auditor of State,,REP,Auditor Andrea Lea,33,25,2,0,0,6
Izard,DOLPH,Auditor of State,,REP,Auditor Andrea Lea,63,61,0,0,0,2
